epoch,split,loss,accuracy,precision,recall,f1,mcc,auroc,auprc,tp,fp,tn,fn
15,train,0.002028,0.999751,0.471257,0.049689,0.089899,0.152964,0.943244,0.125725,5222,5859,424768703,99872
15,val,0.002197,0.999756,0.540566,0.022042,0.042357,0.109121,0.911153,0.098946,573,487,106324405,25423
16,train,0.001993,0.999751,0.464505,0.055474,0.099112,0.160461,0.944309,0.132828,5830,6721,424767841,99264
16,val,0.002195,0.999759,0.715159,0.022503,0.043634,0.126833,0.901529,0.120029,585,233,106324659,25411
17,train,0.001958,0.999751,0.472622,0.063981,0.112704,0.173826,0.947533,0.142157,6724,7503,424767059,98370
17,val,0.00218,0.999761,0.698678,0.038621,0.073197,0.164231,0.904315,0.130158,1004,433,106324459,24992
18,train,0.001929,0.999752,0.490042,0.071641,0.125006,0.1873,0.948478,0.154311,7529,7835,424766727,97565
18,val,0.002144,0.999762,0.671305,0.053816,0.099644,0.190027,0.911161,0.139564,1399,685,106324207,24597
19,train,0.001871,0.999752,0.494141,0.08146,0.139864,0.20056,0.953344,0.168909,8561,8764,424765798,96533
19,val,0.002199,0.999761,0.66342,0.047161,0.088062,0.176841,0.877914,0.134204,1226,622,106324270,24770
20,train,0.001842,0.999751,0.487892,0.092022,0.15484,0.211813,0.954835,0.177392,9671,10151,424764411,95423
20,val,0.002144,0.999759,0.549569,0.078474,0.137337,0.207606,0.903958,0.141452,2040,1672,106323220,23956
21,train,0.001812,0.999752,0.490811,0.097579,0.162793,0.218767,0.956757,0.185743,10255,10639,424763923,94839
21,val,0.002122,0.99976,0.560665,0.083013,0.144614,0.215673,0.918988,0.150134,2158,1691,106323201,23838
22,train,0.001783,0.999752,0.493753,0.109797,0.179646,0.232754,0.958231,0.196244,11539,11831,424762731,93555
22,val,0.002129,0.999763,0.621105,0.077435,0.137702,0.21925,0.89229,0.155465,2013,1228,106323664,23983
23,train,0.001737,0.999753,0.505941,0.12073,0.194942,0.247065,0.960787,0.212916,12688,12390,424762172,92406
23,val,0.002128,0.999764,0.646978,0.07205,0.12966,0.215852,0.890368,0.162507,1873,1022,106323870,24123
24,train,0.001707,0.999754,0.503806,0.125316,0.200709,0.251183,0.961391,0.219361,13170,12971,424761591,91924
24,val,0.002107,0.999764,0.617839,0.09086,0.158422,0.236872,0.89487,0.170868,2362,1461,106323431,23634
25,train,0.001667,0.999755,0.515056,0.141921,0.222526,0.270278,0.963537,0.236232,14915,14043,424760519,90179
25,val,0.002117,0.999765,0.635461,0.086167,0.151756,0.233942,0.889047,0.174252,2240,1285,106323607,23756
26,train,0.001646,0.999755,0.514763,0.149466,0.231666,0.277291,0.96485,0.243863,15708,14807,424759755,89386
26,val,0.002147,0.999766,0.680992,0.079243,0.141966,0.232249,0.876058,0.181001,2060,965,106323927,23936
27,train,0.001618,0.999755,0.512835,0.158734,0.24243,0.285223,0.966428,0.251468,16682,15847,424758715,88412
27,val,0.002195,0.999765,0.695082,0.065241,0.119285,0.212904,0.866087,0.174276,1696,744,106324148,24300
28,train,0.001597,0.999756,0.519349,0.167669,0.253498,0.294999,0.966729,0.261513,17621,16308,424758254,87473
28,val,0.002084,0.999761,0.545658,0.131251,0.211603,0.267536,0.909892,0.197886,3412,2841,106322051,22584
29,train,0.001567,0.999757,0.5233,0.178659,0.266375,0.305671,0.969096,0.272594,18776,17104,424757458,86318
29,val,0.002098,0.999767,0.627714,0.119018,0.200097,0.273264,0.881516,0.207067,3094,1835,106323057,22902
30,train,0.001535,0.999758,0.526217,0.191562,0.280875,0.317399,0.969441,0.28592,20132,18126,424756436,84962
30,val,0.00216,0.999769,0.696838,0.098323,0.17233,0.261698,0.864086,0.207592,2556,1112,106323780,23440
31,train,0.001503,0.999759,0.533502,0.202133,0.293185,0.328292,0.97139,0.299372,21243,18575,424755987,83851
31,val,0.002086,0.999767,0.595446,0.138829,0.225161,0.287441,0.883557,0.221745,3609,2452,106322440,22387
32,train,0.001471,0.999759,0.532545,0.215883,0.307224,0.33897,0.972371,0.311405,22688,19915,424754647,82406
32,val,0.002136,0.99977,0.677563,0.110825,0.190492,0.273967,0.868707,0.219495,2881,1371,106323521,23115
33,train,0.001455,0.99976,0.537479,0.222696,0.314913,0.34587,0.972657,0.317679,23404,20140,424754422,81690
33,val,0.00207,0.999765,0.566991,0.161486,0.251377,0.302508,0.886367,0.22846,4198,3206,106321686,21798
34,train,0.001423,0.999761,0.53927,0.236445,0.328749,0.356982,0.974172,0.331165,24849,21230,424753332,80245
34,val,0.002047,0.999767,0.58821,0.159294,0.250696,0.306022,0.889319,0.23257,4141,2899,106321993,21855
35,train,0.001403,0.999761,0.537797,0.242687,0.33445,0.361169,0.975199,0.337799,25505,21920,424752642,79589
35,val,0.002095,0.999768,0.598714,0.157601,0.24952,0.3071,0.880795,0.236591,4097,2746,106322146,21899
36,train,0.001365,0.999765,0.550713,0.26344,0.356395,0.380792,0.976214,0.359419,27686,22587,424751975,77408
36,val,0.00212,0.999771,0.622064,0.165064,0.260899,0.320361,0.874992,0.244464,4291,2607,106322285,21705
37,train,0.00134,0.999765,0.551406,0.273536,0.365673,0.388265,0.977211,0.368256,28747,23387,424751175,76347
37,val,0.002062,0.999769,0.589415,0.175219,0.270134,0.321285,0.882491,0.248423,4555,3173,106321719,21441
38,train,0.001312,0.999767,0.556269,0.28681,0.378478,0.399326,0.978267,0.379645,30142,24044,424750518,74952
38,val,0.002103,0.999773,0.646912,0.159563,0.255986,0.321211,0.867232,0.255796,4148,2264,106322628,21848
39,train,0.001293,0.999768,0.557461,0.295773,0.386487,0.405953,0.979097,0.389199,31084,24676,424749886,74010
39,val,0.002148,0.999772,0.616435,0.177181,0.275248,0.330406,0.863944,0.257023,4606,2866,106322026,21390
40,train,0.001273,0.999769,0.559705,0.307211,0.396688,0.414561,0.979417,0.399435,32286,25398,424749164,72808
40,val,0.002058,0.999766,0.554406,0.218534,0.313495,0.347981,0.880849,0.272723,5681,4566,106320326,20315
41,train,0.001243,0.999772,0.566395,0.322292,0.410819,0.427149,0.980537,0.413602,33871,25930,424748632,71223
41,val,0.002035,0.999771,0.589131,0.211417,0.311168,0.352832,0.879833,0.273976,5496,3833,106321059,20500
42,train,0.001214,0.999773,0.569166,0.333092,0.420245,0.43531,0.981794,0.425928,35006,26498,424748064,70088
42,val,0.002125,0.999772,0.595829,0.207724,0.308052,0.351721,0.866396,0.276853,5400,3663,106321229,20596
43,train,0.001195,0.999775,0.573704,0.345519,0.43129,0.445122,0.981986,0.434752,36312,26982,424747580,68782
43,val,0.002086,0.999767,0.552423,0.232882,0.327642,0.358581,0.878542,0.281123,6054,4905,106319987,19942
44,train,0.001174,0.999776,0.577138,0.355748,0.440173,0.453014,0.982756,0.445658,37387,27393,424747169,67707
44,val,0.002129,0.999775,0.627626,0.197684,0.300667,0.352158,0.862766,0.282624,5139,3049,106321843,20857
45,train,0.001148,0.999777,0.57714,0.367737,0.449235,0.460586,0.983944,0.457116,38647,28316,424746246,66447
45,val,0.002147,0.99977,0.573904,0.224188,0.322425,0.358604,0.864977,0.277653,5828,4327,106320565,20168
46,train,0.001128,0.999779,0.581335,0.379527,0.459238,0.469611,0.984625,0.466789,39886,28725,424745837,65208
46,val,0.002229,0.999779,0.670738,0.18799,0.293672,0.355021,0.850517,0.289471,4887,2399,106322493,21109
47,train,0.001102,0.999783,0.590638,0.390327,0.470031,0.480045,0.984744,0.480681,41021,28431,424746131,64073
47,val,0.002116,0.999777,0.616414,0.230266,0.335284,0.376662,0.861622,0.299553,5986,3725,106321167,20010
48,train,0.001084,0.999783,0.592021,0.404095,0.480331,0.489012,0.985493,0.492041,42468,29266,424745296,62626
48,val,0.002074,0.999763,0.531255,0.275927,0.363208,0.382762,0.873784,0.304413,7173,6329,106318563,18823
49,train,0.001076,0.999784,0.590406,0.406712,0.481638,0.489923,0.986002,0.491378,42743,29653,424744909,62351
49,val,0.002151,0.99978,0.640285,0.231843,0.340422,0.385204,0.858299,0.308216,6027,3386,106321506,19969
50,train,0.001036,0.999789,0.603383,0.429368,0.501715,0.508892,0.986852,0.514556,45124,29661,424744901,59970
50,val,0.002118,0.999778,0.614533,0.245615,0.350959,0.38842,0.861523,0.308376,6385,4005,106320887,19611
51,train,0.001018,0.999791,0.606119,0.440196,0.510002,0.516437,0.987475,0.524632,46262,30063,424744499,58832
51,val,0.002079,0.999757,0.505483,0.308547,0.383193,0.394811,0.876597,0.317202,8021,7847,106317045,17975
52,train,0.001011,0.99979,0.603707,0.442299,0.51055,0.516638,0.987609,0.528117,46483,30513,424744049,58611
52,val,0.002229,0.999782,0.650183,0.238729,0.34923,0.393894,0.849332,0.316307,6206,3339,106321553,19790
53,train,0.000978,0.999794,0.61077,0.462224,0.526215,0.531231,0.988397,0.545138,48577,30957,424743605,56517
53,val,0.002273,0.999783,0.649359,0.243422,0.354103,0.397495,0.846177,0.318638,6328,3417,106321475,19668
54,train,0.000965,0.999796,0.613135,0.469399,0.531724,0.536375,0.988735,0.551654,49331,31126,424743436,55763
54,val,0.002175,0.999779,0.615539,0.259655,0.36524,0.399696,0.854304,0.319542,6750,4216,106320676,19246
55,train,0.000939,0.9998,0.623246,0.484214,0.545003,0.549252,0.989366,0.566409,50888,30762,424743800,54206
55,val,0.002258,0.999782,0.629546,0.267041,0.37501,0.40993,0.849247,0.324468,6942,4085,106320807,19054
56,train,0.000924,0.999801,0.623676,0.491427,0.549709,0.553519,0.989744,0.573151,51646,31163,424743399,53448
56,val,0.002295,0.999783,0.642948,0.253385,0.363511,0.403541,0.84011,0.32436,6587,3658,106321234,19409
57,train,0.00091,0.999802,0.6253,0.499971,0.555657,0.559039,0.989787,0.581796,52544,31486,424743076,52550
57,val,0.002203,0.999783,0.632071,0.272927,0.381236,0.415254,0.848439,0.334836,7095,4130,106320762,18901
58,train,0.000901,0.999805,0.63023,0.506803,0.561818,0.565062,0.990072,0.588869,53262,31250,424743312,51832
58,val,0.002109,0.999777,0.585753,0.297969,0.395003,0.417678,0.860752,0.337109,7746,5478,106319414,18250
59,train,0.000876,0.999807,0.63356,0.521876,0.57232,0.574918,0.990997,0.601796,54846,31722,424742840,50248
59,val,0.002231,0.999783,0.622024,0.289429,0.395044,0.424211,0.849181,0.341749,7524,4572,106320320,18472
60,train,0.000854,0.99981,0.638499,0.530677,0.579617,0.582003,0.991397,0.61225,55771,31576,424742986,49323
60,val,0.002262,0.999787,0.643719,0.285236,0.395309,0.428413,0.843072,0.344515,7415,4104,106320788,18581
61,train,0.000838,0.999813,0.643279,0.54456,0.589818,0.591773,0.991755,0.621661,57230,31736,424742826,47864
61,val,0.00231,0.999788,0.665593,0.270349,0.384516,0.424114,0.839108,0.343414,7028,3531,106321361,18968
62,train,0.000831,0.999813,0.643391,0.54692,0.591246,0.593105,0.992196,0.623698,57478,31858,424742704,47616
62,val,0.002265,0.999788,0.648842,0.285659,0.396677,0.430434,0.841375,0.347634,7426,4019,106320873,18570
63,train,0.000814,0.999817,0.651852,0.557406,0.600941,0.602692,0.992225,0.63559,58580,31287,424743275,46514
63,val,0.002307,0.99979,0.667119,0.283621,0.398024,0.434898,0.835179,0.352244,7373,3679,106321213,18623
64,train,0.000789,0.99982,0.655466,0.571679,0.610712,0.612051,0.992621,0.648522,60080,31580,424742982,45014
64,val,0.002261,0.999786,0.627842,0.309163,0.41431,0.440483,0.842785,0.352873,8037,4764,106320128,17959
65,train,0.00078,0.999821,0.657266,0.577902,0.615034,0.616219,0.993022,0.653026,60734,31670,424742892,44360
65,val,0.002234,0.999783,0.602673,0.329551,0.426102,0.445562,0.846539,0.359341,8567,5648,106319244,17429
66,train,0.000756,0.999825,0.664177,0.592289,0.626176,0.627117,0.993587,0.666247,62246,31473,424743089,42848
66,val,0.002249,0.999787,0.620203,0.334436,0.434548,0.455338,0.842394,0.368028,8694,5324,106319568,17302
67,train,0.00075,0.999825,0.6638,0.595648,0.62788,0.628714,0.993619,0.670983,62599,31705,424742857,42495
67,val,0.002403,0.999789,0.650937,0.296623,0.407537,0.439325,0.829091,0.352162,7711,4135,106320757,18285
68,train,0.000735,0.999828,0.67005,0.603079,0.634803,0.635598,0.993853,0.680043,63380,31210,424743352,41714
68,val,0.002319,0.99979,0.64374,0.318626,0.426267,0.452804,0.835549,0.36503,8283,4584,106320308,17713
69,train,0.000713,0.999832,0.675848,0.6166,0.644866,0.645461,0.993887,0.692077,64801,31080,424743482,40293
69,val,0.002298,0.999783,0.595491,0.347477,0.438868,0.454785,0.842159,0.367079,9033,6136,106318756,16963
70,train,0.000705,0.999833,0.676971,0.621805,0.648216,0.648719,0.994581,0.696606,65348,31182,424743380,39746
70,val,0.002277,0.99979,0.633411,0.336052,0.439127,0.461274,0.838123,0.371571,8736,5056,106319836,17260
71,train,0.000684,0.999837,0.684144,0.634955,0.658632,0.65901,0.994651,0.707735,66730,30808,424743754,38364
71,val,0.002357,0.999796,0.678216,0.31701,0.432065,0.463598,0.830326,0.373971,8241,3910,106320982,17755
72,train,0.000672,0.999839,0.68651,0.641607,0.663299,0.663598,0.994877,0.714897,67429,30791,424743771,37665
72,val,0.002464,0.999795,0.674287,0.31201,0.426614,0.458592,0.82502,0.369798,8111,3918,106320974,17885
73,train,0.000661,0.999841,0.68959,0.646631,0.66742,0.667685,0.99516,0.721552,67957,30590,424743972,37137
73,val,0.002397,0.999793,0.655255,0.326896,0.436186,0.46273,0.8287,0.374427,8498,4471,106320421,17498
74,train,0.00066,0.999841,0.690745,0.648115,0.668751,0.669011,0.99517,0.721688,68113,30495,424744067,36981
74,val,0.002369,0.999789,0.622128,0.351054,0.448838,0.467239,0.833916,0.37949,9126,5543,106319349,16870
75,train,0.000638,0.999846,0.69751,0.662474,0.679541,0.679689,0.995695,0.734466,69622,30193,424744369,35472
75,val,0.002467,0.999797,0.673918,0.333667,0.446343,0.474113,0.822487,0.382603,8674,4197,106320695,17322
76,train,0.000617,0.999849,0.705131,0.674073,0.689252,0.689352,0.995945,0.746473,70841,29624,424744938,34253
76,val,0.002422,0.999794,0.644393,0.355016,0.45781,0.478208,0.826224,0.385562,9229,5093,106319799,16767
77,train,0.000607,0.999851,0.706649,0.680258,0.693202,0.693253,0.99576,0.751725,71491,29678,424744884,33603
77,val,0.002372,0.999791,0.627924,0.357247,0.455401,0.473535,0.828862,0.387657,9287,5503,106319389,16709
78,train,0.000603,0.999852,0.7089,0.683065,0.695742,0.695788,0.995699,0.754661,71786,29478,424745084,33308
78,val,0.002397,0.999795,0.641754,0.369288,0.468807,0.486726,0.829117,0.392835,9600,5359,106319533,16396
79,train,0.00059,0.999855,0.712925,0.693151,0.702899,0.702896,0.996086,0.761452,72846,29333,424745229,32248
79,val,0.002429,0.999797,0.662907,0.3504,0.458464,0.481869,0.821527,0.386661,9109,4632,106320260,16887
80,train,0.000577,0.999857,0.716899,0.699859,0.708277,0.708257,0.996535,0.768791,73551,29045,424745517,31543
80,val,0.002423,0.999796,0.640031,0.375904,0.473633,0.490408,0.826568,0.395128,9772,5496,106319396,16224
81,train,0.000561,0.99986,0.72184,0.707395,0.714545,0.714511,0.996799,0.77751,74343,28648,424745914,30751
81,val,0.002535,0.999802,0.691317,0.342707,0.458247,0.48666,0.815905,0.391207,8909,3978,106320914,17087
82,train,0.000551,0.999863,0.724432,0.715788,0.720084,0.720028,0.996523,0.783565,75225,28615,424745947,29869
82,val,0.002593,0.999802,0.699928,0.335667,0.453735,0.484627,0.811294,0.392,8726,3741,106321151,17270
83,train,0.000545,0.999864,0.7278,0.719518,0.723635,0.723579,0.997034,0.787667,75617,28281,424746281,29477
83,val,0.002513,0.9998,0.678355,0.348284,0.46026,0.485981,0.817041,0.388959,9054,4293,106320599,16942
84,train,0.00054,0.999865,0.728636,0.720545,0.724568,0.724512,0.996884,0.789707,75725,28202,424746360,29369
84,val,0.002621,0.999801,0.678281,0.35944,0.469878,0.493677,0.810768,0.395291,9344,4432,106320460,16652
85,train,0.000522,0.999869,0.73666,0.733134,0.734893,0.734829,0.997096,0.801337,77048,27543,424747019,28046
85,val,0.002518,0.9998,0.66725,0.366864,0.473429,0.494675,0.815729,0.397342,9537,4756,106320136,16459
86,train,0.000512,0.99987,0.737042,0.739195,0.738117,0.738053,0.997418,0.805022,77685,27716,424746846,27409
86,val,0.002533,0.999801,0.674448,0.366749,0.475132,0.49726,0.813995,0.399912,9534,4602,106320290,16462
87,train,0.000509,0.999871,0.740316,0.739957,0.740136,0.740072,0.997306,0.807571,77765,27278,424747284,27329
87,val,0.00253,0.9998,0.662056,0.375596,0.479285,0.498575,0.814627,0.403462,9764,4984,106319908,16232
88,train,0.000491,0.999875,0.746812,0.750109,0.748457,0.748397,0.99755,0.816831,78832,26726,424747836,26262
88,val,0.002516,0.999798,0.643111,0.389637,0.485268,0.500487,0.820069,0.406526,10129,5621,106319271,15867
89,train,0.000482,0.999878,0.7511,0.75696,0.754019,0.753963,0.997549,0.822865,79552,26362,424748200,25542
89,val,0.002553,0.999801,0.661341,0.378981,0.481843,0.500547,0.814824,0.405133,9852,5045,106319847,16144
90,train,0.000474,0.999879,0.753898,0.760985,0.757425,0.757373,0.997695,0.82741,79975,26107,424748455,25119
90,val,0.002651,0.999803,0.679374,0.374288,0.482663,0.504178,0.80854,0.406072,9730,4592,106320300,16266
91,train,0.000467,0.999881,0.754872,0.765962,0.760376,0.760337,0.997773,0.830088,80498,26140,424748422,24596
91,val,0.002602,0.999802,0.664049,0.387021,0.489027,0.506864,0.811275,0.408095,10061,5090,106319802,15935
92,train,0.000457,0.999883,0.759842,0.771186,0.765472,0.765434,0.997972,0.835488,81047,25616,424748946,24047
92,val,0.00274,0.999805,0.695752,0.362248,0.476436,0.501947,0.803869,0.401531,9417,4118,106320774,16579
93,train,0.000446,0.999886,0.764309,0.776847,0.770527,0.770496,0.997923,0.842022,81642,25176,424749386,23452
93,val,0.002692,0.999802,0.661371,0.390752,0.491259,0.508273,0.809523,0.410719,10158,5201,106319691,15838
94,train,0.000444,0.999886,0.763489,0.777409,0.770386,0.77036,0.997999,0.842112,81701,25309,424749253,23393
94,val,0.002589,0.999804,0.678316,0.379289,0.486529,0.507139,0.811437,0.411012,9860,4676,106320216,16136
95,train,0.000436,0.999888,0.767725,0.784089,0.775821,0.775808,0.998107,0.847638,82403,24931,424749631,22691
95,val,0.002655,0.999805,0.6752,0.392637,0.496534,0.5148,0.807931,0.415406,10207,4910,106319982,15789
96,train,0.00042,0.999892,0.774648,0.792795,0.783616,0.783615,0.998154,0.856154,83318,24238,424750324,21776
96,val,0.002729,0.999806,0.693623,0.376135,0.487766,0.510696,0.805501,0.41111,9778,4319,106320573,16218
97,train,0.000415,0.999893,0.777037,0.797629,0.787198,0.787212,0.998427,0.859068,83826,24053,424750509,21268
97,val,0.002738,0.999807,0.699804,0.371249,0.485133,0.509625,0.803411,0.410011,9651,4140,106320752,16345
98,train,0.000409,0.999894,0.778217,0.798514,0.788235,0.788247,0.998509,0.860801,83919,23916,424750646,21175
98,val,0.002725,0.999808,0.694666,0.382713,0.493526,0.51553,0.803178,0.416059,9949,4373,106320519,16047
99,train,0.000403,0.999896,0.782288,0.802967,0.792493,0.792508,0.998349,0.864838,84387,23485,424751077,20707
99,val,0.002699,0.999809,0.696688,0.386829,0.497452,0.51905,0.804521,0.417525,10056,4378,106320514,15940
