epoch,split,loss,accuracy,precision,recall,f1,mcc,auroc,auprc,tp,fp,tn,fn
37,val,0.075781,0.99299,0.194029,0.06862,0.101384,0.112422,0.738554,0.068683,3347,13903,8467821,45429
38,train,0.013539,0.996054,0.644662,0.681057,0.66236,0.660612,0.996099,0.710944,132614,73097,33713185,62104
38,val,0.074723,0.99299,0.189526,0.064622,0.096381,0.107743,0.73779,0.066623,3152,13479,8468245,45624
39,train,0.012974,0.996191,0.656604,0.702488,0.678771,0.677248,0.996641,0.732374,136787,71538,33714744,57931
39,val,0.078177,0.993236,0.219937,0.067308,0.103072,0.118951,0.727956,0.07062,3283,11644,8470080,45493
40,train,0.012472,0.996304,0.663651,0.716626,0.689122,0.687774,0.997001,0.742953,139540,70721,33715561,55178
40,val,0.078529,0.992429,0.171333,0.081167,0.110151,0.114473,0.737249,0.064046,3959,19148,8462576,44817
41,train,0.012278,0.99635,0.662474,0.724432,0.692069,0.690913,0.996926,0.746947,141060,71869,33714413,53658
41,val,0.078144,0.992956,0.18539,0.065196,0.096467,0.106962,0.729216,0.065469,3180,13973,8467751,45596
42,train,0.01199,0.996426,0.672993,0.731216,0.700897,0.699711,0.99722,0.758641,142381,69183,33717099,52337
42,val,0.08267,0.992784,0.183468,0.072536,0.103967,0.112213,0.722902,0.064727,3538,15746,8465978,45238
43,train,0.011614,0.996478,0.67783,0.748102,0.711234,0.710361,0.997458,0.772868,145669,69236,33717046,49049
43,val,0.082137,0.992942,0.194258,0.070752,0.103726,0.114231,0.720496,0.064868,3451,14314,8467410,45325
44,train,0.011695,0.996512,0.681153,0.742854,0.710667,0.709601,0.997324,0.769115,144647,67709,33718573,50071
44,val,0.083758,0.992403,0.172826,0.082356,0.111554,0.115845,0.719733,0.064389,4017,19226,8462498,44759
45,train,0.011347,0.996558,0.684076,0.75748,0.718909,0.718149,0.997374,0.781549,147495,68117,33718165,47223
45,val,0.085239,0.992784,0.179935,0.071224,0.102052,0.110048,0.714435,0.061406,3474,15833,8465891,45302
46,train,0.011384,0.996638,0.692973,0.753171,0.721819,0.720781,0.996771,0.786515,146656,64977,33721305,48062
46,val,0.078796,0.992462,0.17555,0.081905,0.111697,0.116493,0.735453,0.064988,3995,18762,8462962,44781
47,train,0.011377,0.996622,0.686805,0.75598,0.719735,0.718878,0.997284,0.781812,147203,67127,33719155,47515
47,val,0.0878,0.993093,0.197424,0.064745,0.097511,0.110203,0.697066,0.059172,3158,12838,8468886,45618
48,train,0.01056,0.996822,0.70191,0.772635,0.735577,0.734835,0.998,0.80079,150446,63892,33722390,44272
48,val,0.089863,0.992816,0.186331,0.072331,0.104209,0.112979,0.700747,0.059905,3528,15406,8466318,45248
49,train,0.01009,0.996941,0.711446,0.787662,0.747616,0.747065,0.99785,0.817994,153372,62206,33724076,41346
49,val,0.08647,0.992671,0.183566,0.077313,0.108801,0.11589,0.708044,0.062784,3771,16772,8464952,45005
50,train,0.009891,0.99698,0.709261,0.793563,0.749047,0.748713,0.998099,0.821327,154521,63341,33722941,40197
50,val,0.099377,0.993521,0.216771,0.046744,0.076905,0.098349,0.665962,0.055391,2280,8238,8473486,46496
